"Name","Price","genres","features","developer","publisher","platform","Release date","note critique","moyenne avis","Classification OpenCritique"
"20XX","14,99 €","","Rogue-lite Jeux de plateforme Coopération","Batterystaple","Batterystaple","Windows","30/07/20","68 ","80","Très bien"
"3 out of 10, EP 1 : « Welcome To Shovelworks »","Gratuit","","Action Solo","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","06/08/20","","",""
"3 out of 10, EP 2 : « Foundation 101 »","Gratuit","","Exploration Comédie Aventure Solo","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","13/08/20","","",""
"3 out of 10, EP 3 : « Pivot Like A Champion »","Gratuit","","Exploration Comédie Aventure","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","20/08/20","","",""
"3 out of 10, EP 4 : « Thank You For Being An Asset »","Gratuit","","Exploration Comédie Aventure Compatibilité manette","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","27/08/20","","",""
"3 out of 10, EP 5 : « The Rig Is Up! »","Gratuit","","Exploration Comédie Aventure Compatibilité manette","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","03/09/20","","",""
"3 out of 10: Season Two","Gratuit","","Comédie Aventure Solo Compatibilité manette","Terrible Posture Games, Inc.","Terrible Posture Games, Inc.","Windows","08/04/21","","",""
"7 Billion Humans","11,99 €","","","","","Windows Mac OS Mac OS","","","",""
"8Doors: Arum's Afterlife Adventure","15,99 €","","Action Aventure Solo","Rootless Studio","NEOWIZ","Windows","19/08/21","","",""
"9 Years of Shadows Disponible le T4, 2022","","","Action Aventure Indépendant Solo","Halberd Studios","Freedom Games","Windows","T4, 2022","","",""
"A Good Snowman is Hard to Build","7,99 €","","","","","Windows Mac OS","","","",""
"A Juggler's Tale","14,99 €","","Casse-tête Aventure Jeux de plateforme Solo Compatibilité manette","kaleidoscube","Mixtvision","Windows","27/08/20","","",""
"A Knights Quest","24,99 €","","Action Aventure Jeux de plateforme Solo","Sky 9 Games","Curve Digital","Windows","09/10/19","36 ","63","Mauvais"
"A Monster's Expedition","15,99 €","","Casse-tête Aventure Indépendant Compatibilité manette","Draknek & Friends","Draknek & Friends","Windows Mac OS","27/04/21","","",""
"A Musical Story","11,99 €","","Musique Solo","Glee-Cheese Studio","Digerati","Windows Mac OS","04/03/22","","",""
"A Plague Tale: Innocence","39,99 €","","Action Aventure Solo","Asobo Studio","Focus Entertainment","Windows","14/05/19","82 ","82","Très bien"
"A Plague Tale: Requiem Bientôt","","","Action Aventure Solo","Asobo Studio","Focus Entertainment","Windows","Bientôt","","",""
"A Short Hike","6,59 €","","Casual Indépendant Jeux de plateforme","Adam Robinson-Yu","Adam Robinson-Yu","Windows Mac OS","04/03/20","100"," 8"," Super"
"A Tale of Paper: Refolded Disponible le juin 2022","","","Aventure Casse-tête Jeux de plateforme Compatibilité manette Solo","Open House Games","Digerati","Windows","juin 2022","","",""
"A Total War Saga: TROY","49,99 €","","Stratégie Multijoueur Solo","CREATIVE ASSEMBLY","SEGA","Windows Mac OS Mac OS","13/08/20","68 ","76","Très bien"
"Absolute Drift","9,99 €","","Indépendant Course Succès Solo","Funselektor Labs Inc.","Funselektor Labs Inc.","Windows Mac OS","18/02/21","60 ","71","Passable"
"ABZU","15,99 €","","Exploration Aventure Solo Compatibilité manette","Giant Squid","505 Games","Windows","02/08/16","74 ","80","Très bien"
"Aces of the Luftwaffe - Extended Edition","24,99 €","","Action Coopération","HandyGames","HandyGames","Windows","08/04/22","","",""
"Adios","13,99 €","","Narration Aventure Première personne Compatibilité manette Solo","Mischief","Mischief","Windows","29/06/21","62 ","75","Très bien"
"Aeon Must Die!","19,99 €","","Action Aventure Indépendant Succès Solo Compatibilité manette","Limestone Games","Focus Entertainment","Windows","27/10/21","","",""
"AER Memories of Old","14,99 €","","","","","Windows","","38 ","67","Passable"
"Aerial_Knight's Never Yield","11,99 €","","Action Indépendant Compatibilité manette","Aerial_Knight","Headup","Windows","19/05/21","48 ","71","Passable"
"Aeterna Noctis","29,99 €","","Action Aventure Solo Compatibilité manette","Aeternum Game Studios","Aeternum Game Studios","Windows","15/12/21","","",""
"Afterparty","15,99 €","","Aventure","Night School Studio","Night School Studio","Windows Mac OS Mac OS","29/10/19","62 ","75","Très bien"
"Against the Storm","15,99 €","","Construction de villes Rogue-lite Stratégie Solo","Eremite Games","Eremite Games","Windows","18/10/21","","",""
"Ageless","14,99 €","","Action Aventure Jeux de plateforme","One More Dream Studios","Team17 Digital Ltd.","Windows","29/07/20","","",""
"Aground","11,99 €","","Exploration Monde ouvert Aventure Solo Compatibilité manette","Fancy Fish Games","Whitethorn Games","Windows Mac OS","11/02/21","","",""
"Airborne Kingdom","20,99 €","","Simulation Construction de villes Stratégie Succès Solo","The Wandering Band LLC","Freedom Games","Windows Mac OS","17/12/20","65 ","79","Très bien"
"Alan Wake","12,49 €","","Action Horreur Jeux de tir Solo Compatibilité manette","Remedy Entertainment","Remedy Entertainment","Windows","16/02/16","","",""
"Alan Wake Remastered","29,99 €","","Action Horreur Jeux de tir Succès Solo","Remedy Entertainment","Epic Games Publishing","Windows","05/10/21","82 ","80","Très bien"
"Alan Wake’s American Nightmare","6,99 €","","Action Horreur Jeux de tir Solo Compatibilité manette","Remedy Entertainment","Remedy Entertainment","Windows","22/05/12","","",""
"Alan Wake 2","","","","Remedy Entertainment","Epic Games Publishing","Windows","–","","",""
"Alaskan Truck Simulator Disponible le 2022","","","Action-aventure Simulation Indépendant Solo","Road Studio S.A.","Movie Games S.A.","Windows","2022","","",""
"Alex Kidd in Miracle World DX","19,99 €","","Action Aventure Jeux de plateforme Solo Compatibilité manette","Jankenteam","Merge Games","Windows","22/06/21","29 ","64","Mauvais"
"Alfred Hitchcock - Vertigo","29,99 €","","Narration Aventure Solo","Pendulo Studio","Microids","Windows","24/02/22","","",""
"Alien: Isolation","39,99 €","","Action Solo","Creative Assembly","SEGA","Windows","21/12/20","77 ","81","Très bien"
"Alluris","8,19 €","","Jeux de rôle Aventure Jeux de cartes Compatibilité manette","562 Interactive","562 Interactive","Windows","27/08/20","","",""
"Amnesia: A Machine for Pigs","15,99 €","","Horreur Première personne Indépendant Solo","The Chinese Room","Frictional Games","Windows Mac OS","15/10/20","","",""
"Amnesia: Rebirth","24,99 €","","Horreur Infiltration Aventure Solo","Frictional Games","Frictional Games","Windows","20/10/20","","",""
"Amnesia: The Dark Descent","15,99 €","","Horreur Première personne","Frictional Games","Frictional Games","Windows Mac OS","30/04/20","","",""
"Among the Sleep - Enhanced Edition","13,99 €","","Horreur Aventure Indépendant Compatibilité manette","Krillbite Studio AS","Krillbite Studio AS","Windows Mac OS","21/10/21","","",""
"Among Trees","14,99 €","","Exploration Survie Indépendant Solo","FJRD Interactive","FJRD Interactive","Windows","13/06/20","","",""
"Among Us","3,99 €","","Casual Coopération Multijoueur","Innersloth","Innersloth","Windows","18/12/20","77 ","80","Très bien"
"Ancestors: The Humankind Odyssey","39,99 €","","Exploration Survie Monde ouvert Compatibilité manette Solo","Panache Digital Games","Private Division","Windows","27/08/19","34 ","67","Passable"
"Ancient Enemy","11,99 €","","Jeux de cartes Indépendant","Grey Alien Games","Grey Alien Games","Windows","18/03/21","","",""
"Angry Video Game Nerd 1 and 2 Deluxe","11,99 €","","Jeux de plateforme Action Comédie Solo Compatibilité manette","FreakZone Games","Screenwave Media","Windows Mac OS","21/12/21","58 ","74","Passable"
"Animation Throwdown: The Quest for Cards","Gratuit","","Stratégie Aventure Jeux de cartes Solo","Kongregate","Kongregate","Windows","04/10/21","","",""
"Anno 1404 History Edition","14,99 €","","Construction de villes Stratégie","Ubisoft Blue Byte","Ubisoft","Windows","25/06/20","","",""
"Anno 1701 History Edition","9,99 €","","Construction de villes Stratégie","Ubisoft Blue Byte","Ubisoft","Windows","25/06/20","","",""
"Anno 1800™ - Édition Standard","59,99 €","","","","","Windows","","94 ","81","Très bien"
"Anno 2070","29,99 €","","Construction de villes Stratégie Solo","Ubisoft Blue Byte","Ubisoft","Windows","03/03/21","","",""
"Anno 2205 - Édition Standard","39,99 €","","Tour par tour Construction de villes Stratégie Multijoueur Solo","Blue Byte","Ubisoft","Windows","19/02/20","34 ","69","Passable"
"Anodyne 2: Return To Dust","16,79 €","","","","","Windows Mac OS","","71 ","73","Passable"
"Antstream Arcade","Gratuit","","Casual Coopération Multijoueur Solo","Antstream Arcade","Antstream Limited","Windows Mac OS","18/11/21","","",""
"Anuchard","14,99 €","","Action Indépendant Jeux de rôle Solo","stellarNull","Freedom Games","Windows","21/04/22","29 ","67","Passable"
"APE OUT","14,99 €","","Action Indépendant Compatibilité manette","Gabe Cuzzillo, Bennett Foddy, Matt Boch","Devolver Digital","Windows Mac OS","28/02/19","90 ","83","Très bien"
"Aquanox Deep Descent","29,99 €","","Action Action-aventure Aventure Coopération Multijoueur Solo","Digital Arrow","THQ Nordic","Windows","20/10/20","25 ","67","Passable"
"ARC Raiders Bientôt","","","Action Jeux de tir Coopération Multijoueur","Embark Studios","Embark Studios","Windows","Bientôt","","",""
"Arcadegeddon","15,99 €","","Jeux de tir Coopération Multijoueur Solo Compatibilité manette","IllFonic","IllFonic","Windows","08/07/21","","",""
"Are You Smarter than a 5th Grader Bientôt","","","Culture générale Casual Coopération","HandyGames","HandyGames","Windows","Bientôt","","",""
"Arise: A Simple Story","19,99 €","","Aventure Coopération Solo","Piccolo","Piccolo","Windows","03/12/19","83 ","82","Très bien"
"ARK Modkit","Gratuit","","","–","–","","20/07/15","","",""
"ARK: Survival Evolved","23,99 €","","Jeux de rôle Survie Aventure Solo","Studio Wildcard","Snail Games USA","Windows","11/06/20","","",""
"Armored Warfare","Gratuit","","Action Simulation Coopération Multijoueur Solo","Obsidian Entertainment","META Publishing","Windows","21/04/22","40 ","77","Très bien"
"art of rally Standard Edition","19,99 €","","Course Succès Compatibilité manette","Funselektor Labs Inc.","Funselektor Labs Inc.","Windows Mac OS","23/09/20","89 ","81","Très bien"
"As Far As The Eye","20,99 €","","Tour par tour Simulation Stratégie","Unexpected Studio","Goblinz Studio","Windows","10/09/20","","",""
"Asemblance","5,99 €","","Indépendant Solo","Nilo Studios","Nilo Studios","Windows","25/06/21","24 ","58","Mauvais"
"Ashen","33,99 €","","Action Jeux de rôle Monde ouvert Coopération Solo","A44","Annapurna Interactive","Windows","07/12/18","84 ","80","Très bien"
"Ashwalkers","11,99 €","","Indépendant Survie Aventure Solo","Nameless XIII","Dear Villagers","Windows","15/04/21","30 ","64","Mauvais"
"Aspire Ina's Tale","4,99 €","","Action-aventure Solo","Wondernaut Studio","Untold Tales S.A.","Windows","17/12/21","54 ","78","Très bien"
"Assassin's Creed II Standard Edition","9,99 €","","Action-aventure Solo","Ubisoft","Ubisoft","Windows","06/10/20","","",""
"Assassin's Creed® III: Remastered","39,99 €","","Action Jeux de rôle Solo Compatibilité manette","Ubisoft","Ubisoft","Windows","29/03/19","36 ","69","Passable"
"Assassin's Creed Odyssey Édition Standard","59,99 €","","Action Jeux de rôle Compatibilité manette Solo","Ubisoft","Ubisoft","Windows","05/10/18","83 ","84","Super"
"Assassin's Creed Origins Édition Standard","59,99 €","","Action Action-aventure Monde ouvert Aventure Compatibilité manette Solo","Ubisoft Montréal","Ubisoft","Windows","26/10/17","87 ","85","Super"
"Assassin's Creed Rogue Édition Standard","19,99 €","","","","","Windows","","31 ","70","Passable"
"Assassin's Creed Syndicate Édition Standard","39,99 €","","Action Monde ouvert Infiltration Compatibilité manette Solo","Ubisoft","Ubisoft","Windows","20/02/20","63 ","77","Très bien"
"Assassin's Creed Unity","29,99 €","","Action Jeux de rôle Compatibilité manette Solo","Ubisoft","Ubisoft","Windows","11/11/14","36 ","71","Passable"
"Assassin's Creed® Valhalla Édition Standard","59,99 €","","Action Jeux de rôle Monde ouvert","Ubisoft Montreal","Ubisoft","Windows","17/11/20","91 ","83","Très bien"
"Assassin's Creed® I: Director's Cut","9,99 €","","Action-aventure","Ubisoft","Ubisoft","Windows","09/04/08","","",""
"Astria Ascending","34,99 €","","Jeux de rôle Compatibilité manette Solo","Artisan Studios","Dear Villagers","Windows","30/09/21","","",""
"At Eve's Wake","19,99 €","","Horreur Narration Solo","Sugar Rush Studios","Sugar Rush Studios","Windows","26/10/21","","",""
"Atomicrops","14,99 €","","Action Simulation Rogue-lite Solo","Bird Bath Games","Raw Fury","Windows","05/09/19","","",""
"Atrio: The Dark Wild","15,99 €","","Simulation Survie Stratégie Solo","Isto Inc.","Isto Inc.","Windows","10/08/21","","",""
"Auto Chess","Gratuit","","Stratégie Multijoueur","Dragonest Games","Dragonest Games","Windows","23/08/19","","",""
"Automachef","14,99 €","","Simulation Indépendant Solo","Hermes Interactive","Team17","Windows","26/08/21","56 ","66","Passable"
"Aven Colony","29,99 €","","Simulation Construction de villes Stratégie Solo","Mothership Entertainment LLC","Team17","Windows","04/11/21","43 ","72","Passable"
"AWAY: The Survival Series","23,99 €","","Exploration Aventure Indépendant Compatibilité manette","Breaking Walls","–","Windows","12/01/22","8 %","9 ","auvais"
"AXIOM VERGE","17,99 €","","Action Jeux de plateforme Compatibilité manette Solo","Thomas Happ Games LLC","Thomas Happ Games LLC","Windows","14/05/15","83 ","85","Super"
"Axiom Verge 2","17,99 €","","Aventure Indépendant Solo","Thomas Happ Games LLC","Thomas Happ Games LLC","Windows","11/08/21","76 ","78","Très bien"
"Aztech Forgotten Gods","29,99 €","","Action Aventure Indépendant Solo Compatibilité manette","Lienzo","Lienzo","Windows","10/03/22","18 ","56","Mauvais"
"Aztez","19,99 €","","","","","Windows Mac OS","","86 ","82","Très bien"
"Backbone","24,99 €","","Aventure Indépendant Solo","EggNut","Raw Fury","Windows","08/06/21","","",""
"Back 4 Blood : Édition Standard","59,99 €","","Action Première personne Jeux de tir Coopération Multijoueur Solo","Turtle Rock Studios","Warner Bros. Games","Windows","12/10/21","72 ","76","Très bien"
"Bad North","14,99 €","","Action Stratégie Rogue-lite Compatibilité manette","Plausible Concept","Raw Fury","Windows","16/11/18","46 ","71","Passable"
"Baldur's Gate II: Enhanced Edition","15,99 €","","Jeux de rôle Aventure Coopération Solo","Beamdog","Beamdog","Windows Mac OS","28/09/21","64 ","76","Très bien"
"Baldur's Gate: Dark Alliance","23,99 €","","Jeux de rôle Action Solo Coopération Compatibilité manette","Black Isle Studios","Interplay Entertainment Corp.","Windows Mac OS","17/12/21","44 ","64","Mauvais"
"Baldur's Gate: Enhanced Edition","15,99 €","","Jeux de rôle Aventure Coopération Solo","Beamdog","Beamdog","Windows Mac OS","28/09/21","","",""
"Banners of Ruin","17,99 €","","Stratégie Jeux de cartes Solo","MonteBearo","Goblinz Publishing","Windows","29/07/21","","",""
"Barony","12,49 €","","Dungeon Crawler Première personne Coopération Solo","Turning Wheel LLC","Turning Wheel LLC","Windows Mac OS","30/07/20","","",""
"Bassmaster® Fishing 2022","34,99 €","","Simulation Solo Multijoueur Compatibilité manette Compétitif","Dovetail Games","Dovetail Games","Windows","28/03/22","","",""
"Batman Arkham Asylum Édition Jeu de l'année","19,99 €","","Action Combat Infiltration Solo","Rocksteady Studios","Warner Bros.","Windows","26/03/10","","",""
"Batman Arkham City - Édition Jeu de l'année","19,99 €","","Combat Action Infiltration Solo","Rocksteady Studios","Warner Bros.","Windows","07/09/12","","",""
"Batman Arkham Knight","19,99 €","","Action Combat Infiltration Solo Compatibilité manette","Rocksteady Studios","Warner Bros.","Windows","23/06/15","82 ","86","Super"
"BATTLE BREAKERS","","","Action Jeux de rôle Tour par tour Solo","Epic Games","Epic Games","","–","","",""
"Battle Chasers: Nightwar","29,99 €","","Action Indépendant Jeux de rôle Solo","Airship Syndicate","THQ Nordic","Windows","25/03/21","75 ","80","Très bien"
"Battlefield™ 2042","59,99 €","","Jeux de tir Première personne Multijoueur","DICE","Electronic Arts","Windows","19/11/21","33 ","65","Mauvais"
"Beast Breaker","11,99 €","","Casse-tête Stratégie Aventure Solo","Vodeo Games","Vodeo Games","Windows Mac OS","23/09/21","","",""
"Beasts of Maravilla Island","7,99 €","","Casual Aventure Indépendant Solo Compatibilité manette","Banana Bird Studios","Whitethorn Games","Windows","12/06/21","","",""
"Bee Simulator","19,99 €","","","","","Windows","","26 ","58","Mauvais"
"Before We Leave","17,99 €","","Construction de villes Stratégie Indépendant Solo","Balancing Monkey Games","Team17","Windows Mac OS","08/05/20","63 ","76","Très bien"
"Before Your Eyes","8,99 €","","Première personne Indépendant Narration Solo","GoodbyeWorld Games","Skybound Games","Windows","08/04/21","72%","4 ","uper"
"Behind the Frame: Les plus beaux paysages","10,79 €","","","","","Windows Mac OS","","","",""
"Beyond Blue","15,99 €","","Casual Aventure Indépendant Solo","E-Line Media","E-Line Media","Windows","11/06/20","47 ","72","Passable"
"Beyond CAD","Gratuit","","Simulation Solo","Beyond CAD","Beyond CAD","Windows","01/04/22","","",""
"Beyond Good and Evil","4,99 €","","Action Aventure Solo","Ubisoft","Ubisoft","Windows","25/08/20","","",""
"Beyond Typicals","Gratuit","","Simulation Solo","Beyond CAD","Beyond CAD","","24/03/22","","",""
"Beyond: Two Souls","19,90 €","","Action Narration Solo","Quantic Dream","Quantic Dream","Windows","22/07/19","47 ","71","Passable"
"Big Pharma","19,99 €","","","","","Windows","","","",""
"Binary Smoke Bientôt","","","Action Action-aventure Aventure Solo","Outside Game Studio","Outside Game Studio","Windows","Bientôt","","",""
"BIOMUTANT","59,99 €","","Action Jeux de rôle Aventure Solo","Experiment 101","THQ Nordic","Windows","25/05/21","38 ","67","Passable"
"Biped Bientôt","","","Party game Aventure Coopération Multijoueur Solo Compatibilité manette","NEXT Studios","META Publishing","Windows","Bientôt","79 ","76","Très bien"
"Black Book","24,99 €","","Indépendant Jeux de rôle Aventure Compatibilité manette Solo","Morteshka","HypeTrain Digital","Windows","10/08/21","85 ","81","Très bien"
"Black Skylands","15,99 €","","Action Indépendant Action-aventure Jeux de tir Aventure Compatibilité manette","Hungry Couch Games","tinyBuild","Windows","09/07/21","","",""
"Black Widow: Recharged","8,99 €","","Action Jeux de tir Compatibilité manette","AdamVision, SneakyBox","Atari","Windows","28/10/21","","",""
"Blair Witch","29,99 €","","Horreur Première personne","Bloober Team","Bloober Team NA","Windows","29/10/20","39 ","68","Passable"
"Blasphemous","24,99 €","","Action Aventure Solo","The Game Kitchen","Team17","Windows","28/10/21","85 ","80","Très bien"
"Blast Brigade contre Légion du Mal du Dr Cread","20,99 €","","Action Aventure Jeux de plateforme Solo","Allods Team Arcade","MY.GAMES","Windows","16/04/22","","",""
"Blazing Beaks","11,99 €","","Rogue-lite Indépendant Jeux de tir Solo Coopération Compatibilité manette","Applava","Applava","Windows","05/10/21","","",""
"Blood and Zombies","7,99 €","","Indépendant Action Solo Multijoueur Coopération","Wild Monkey","Freedom Games","Windows","27/01/22","","",""
"Blood Bowl 3 Bientôt","","","Stratégie Multijoueur Solo","Cyanide","Nacon","Windows","Bientôt","","",""
"Bloodroots","15,99 €","","Action Action-aventure Aventure Indépendant Solo","Paper Cult","Paper Cult","Windows","28/02/20","77 ","78","Très bien"
"Bonfire Peaks","15,99 €","","Casse-tête Aventure Indépendant Solo","Corey Martin","Draknek & Friends","Windows Mac OS","30/09/21","","",""
"Boomerang X","19,99 €","","Action Indépendant Compatibilité manette","DANG!","Devolver Digital","Windows","08/07/21","78 ","80","Très bien"
"Borderlands 2 Bientôt","","","","Gearbox Software","2K","Windows","Bientôt","","",""
"Borderlands 3","59,99 €","","Première personne Jeux de rôle Jeux de tir Compatibilité manette Coopération Solo","Gearbox Software","2K","Windows Mac OS","13/09/19","78 ","80","Très bien"
"Borderlands: The Pre-Sequel","","","","2K Australia","2K","Windows","–","42 ","74","Passable"
"Boyfriend Dungeon","15,99 €","","Jeux de rôle Rogue-lite Solo Compatibilité manette","Kitfox Games","Kitfox Games","Windows Mac OS","11/08/21","58 ","73","Passable"
"Brave","Gratuit","","","Brave Software, Inc.","Brave Software, Inc.","Windows","22/04/21","","",""
"Breathedge","24,99 €","","Action Survie Compatibilité manette Solo","RedRuins Softworks","HypeTrain Digital","Windows","25/02/21","48 ","69","Passable"
"Bridge Constructor: The Walking Dead","9,99 €","","Simulation Casse-tête Stratégie Solo","ClockStone Software","Headup","Windows Mac OS","19/11/20","","",""
"Broken Pieces Disponible le T4, 2022","","","Jeux de rôle Indépendant Action-aventure Compatibilité manette Solo","Elseware Experience, Benoit Dereau et Mael Vignaux","Freedom Games","Windows","T4, 2022","","",""
"Bud Spencer and Terence Hill - Slaps and Beans","19,98 €","","Action Coopération","Trinity Team srl","Buddy Productions GmbH","Windows","10/09/21","","",""
"Buddy Simulator 1984","7,99 €","","Horreur Aventure Indépendant Solo","Not a Sailor Studios","Not a Sailor Studios","Windows","23/09/21","","",""
"Bugsnax","15,99 €","","Indépendant Comédie Aventure Succès Solo","Young Horses","Young Horses","Windows Mac OS","12/11/20","65 ","75","Très bien"
"Calico","9,99 €","","Casual Simulation Monde ouvert Solo","Peachy Keen Games","Whitethorn Games","Windows","15/12/20","45 ","55","Mauvais"
"Car Tuning Simulator","0,79 €","","Course Simulation Sport Solo","Boom Games","Boom Games","Windows","07/01/22","","",""
"Carcassonne","9,99 €","","Casual Stratégie Multijoueur","Asmodee Digital","Asmodee Digital","Windows","06/02/20","","",""
"Cardpocalypse Standard Edition","23,99 €","","Indépendant Jeux de rôle Jeux de cartes Solo","Gambrinous","Versus Evil","Windows","19/09/19","","",""
"Carnival Fête Foraine","39,99 €","","Casual Party game Compatibilité manette Multijoueur Solo","Mass Media Games","2K","Windows","19/11/20","","",""
"CARRION","19,99 €","","Action Horreur Indépendant Solo","Phobia Game Studio","Devolver Digital","Windows Mac OS","29/10/20","75 ","76","Très bien"
"Cartel Tycoon","19,99 €","","Simulation Construction de villes Stratégie Solo","Moon Moose","tinyBuild","Windows","18/03/21","","",""
"Carto","19,99 €","","Casse-tête Aventure Indépendant","Sunhead Games","Humble Games","Windows Mac OS","27/10/20","78 ","77","Très bien"
"Cat Cafe Manager","19,99 €","","Simulation Stratégie Solo","Roost Games","Freedom Games","Windows","14/04/22","","",""
"Cave Story+","11,99 €","","Action Aventure Jeux de plateforme Compatibilité manette","Nicalis, Inc./Studio Pixel","Nicalis, Inc.","Windows","03/12/20","94 ","88","Super"
"Celeste","15,99 €","","Action Indépendant Jeux de plateforme Compatibilité manette Solo","Matt Makes Games","Matt Makes Games","Windows Mac OS Mac OS","05/01/18","100"," 9"," Super"
"Century: Age of Ashes","Gratuit","","Action Multijoueur Compétitif","Playwing","Playwing","Windows","23/02/22","70 ","73","Passable"
"Chef Life - A Restaurant Simulator Bientôt","","","Casual Simulation Compatibilité manette","Cyanide Studio","Nacon","Windows","Bientôt","","",""
"Chernobylite","29,99 €","","Action Jeux de rôle Aventure Solo","The Farm 51","All In! Games","Windows","28/07/21","60 ","76","Très bien"
"Chicken Police - Paint it RED!","19,99 €","","Indépendant Aventure Compatibilité manette Solo","The Wild Gentlemen","HandyGames","Windows","21/05/21","93 ","82","Très bien"
"Chicorée : une aventure haute en couleur","15,99 €","","","","","Windows","","96 ","88","Super"
"Child of Light: Ultimate Edition","19,99 €","","Jeux de rôle Aventure","Ubisoft Montréal","Ubisoft","Windows","30/04/14","80 ","83","Très bien"
"Chivalry 2","35,99 €","","Action Première personne Multijoueur","Torn Banner Studios","Tripwire Interactive","Windows","08/06/21","84 ","82","Très bien"
"Chorus","39,99 €","","Action Aventure Solo","Deep Silver Fishlabs","Deep Silver","Windows","03/12/21","","",""
"ChromaGun","12,99 €","","Casse-tête Première personne Indépendant Solo","Pixel Maniacs","Pixel Maniacs","Windows","03/11/21","33 ","71","Passable"
"Chronos: Before the Ashes","29,99 €","","Action Jeux de rôle Action-aventure Aventure Solo","Gunfire Games","THQ Nordic","Windows","01/12/20","33 ","68","Passable"
"Circus Electrique Bientôt","","","Jeux de rôle Stratégie Indépendant Solo","Zen Studios","Saber Interactive","Windows","Bientôt","","",""
"Cities: Skylines","27,99 €","","Simulation Construction de villes Solo","Colossal Order","Paradox Interactive","Windows","17/12/20","83 ","83","Très bien"
"City of Beats Disponible le T1, 2023","","","Action Jeux de rôle Indépendant Compatibilité manette Solo","Torched Hill","Freedom Games","Windows","T1, 2023","","",""
"City of Brass","15,99 €","","Action Première personne Rogue-lite Compatibilité manette Solo","Uppercut Games","Uppercut Games","Windows","04/05/18","31 ","69","Passable"
"Claire de Lune","31,99 €","","Casse-tête Aventure Jeux de plateforme Solo","Tactic Studios","Tactic Studios","Windows","12/07/21","","",""
"Clid The Snail","19,99 €","","Jeux de tir Aventure Solo","Weird Beluga S.L.","Koch Media GmbH","Windows","15/12/21","7 %","3 ","auvais"
"Close To The Sun","19,99 €","","Horreur Première personne Aventure Solo","Storm in a Teacup","Wired Productions","Windows","02/05/19","24 ","64","Mauvais"
"Clouzy!","11,99 €","","Aventure Indépendant Simulation Solo","Tinymoon","Freedom Games","Windows","24/02/22","","",""
"Cobra Kai - The Karate Kid Saga Continues","15,99 €","","Combat Coopération Compatibilité manette Solo","Flux Games","GameMill Entertainment","Windows","10/01/22","32 ","63","Mauvais"
"Coffee Talk","9,99 €","","Simulation Narration Indépendant Solo","Toge Productions","Toge Productions","Windows Mac OS","31/01/22","66 ","74","Passable"
"Colt Canyon","14,99 €","","Action Jeux de tir Coopération Solo","Retrific","Headup","Windows","02/09/21","","",""
"Comanche","19,99 €","","Action Multijoueur Solo","NUKKLEAR, Ashborne Games","THQ Nordic","Windows","30/08/21","","",""
"Conan Exiles","39,99 €","","Survie Monde ouvert Multijoueur Solo Compatibilité manette","Funcom","Funcom","Windows","23/11/21","","",""
"Conan Exiles Modkit","Gratuit","","","Funcom","Funcom","","17/01/17","","",""
"Conarium","19,99 €","","Horreur Indépendant Casse-tête Compatibilité manette Solo","Zoetrope Interactive","Iceberg Interactive","Windows","06/06/17","31 ","70","Passable"
"Control","31,99 €","","","","","Windows","","90 ","84","Super"
"CONV/RGENCE: A League of Legends Story™ Bientôt","","","Action Jeux de plateforme Indépendant Solo","Double Stallion","Riot Forge","Windows","Bientôt","","",""
"Core","Gratuit","","Action Jeux de rôle Jeux de tir","Manticore Games","Manticore Games","Windows","15/04/21","","",""
"Coromon NOUVEAU CHEZ EPIC","12,79 €","","Jeux de rôle Aventure Stratégie Solo Compétitif Multijoueur","TRAGsoft","Freedom Games","Windows","05/05/22","71 ","75","Très bien"
"CORRUPTION 2029","19,99 €","","Tour par tour Infiltration Solo","The Bearded Ladies","The Bearded Ladies","Windows","07/02/20","","",""
"Cosmic Express","7,99 €","","Casse-tête Indépendant Solo","Draknek & Friends","Draknek & Friends","Windows Mac OS","27/04/21","","",""
"Costume Quest","7,99 €","","Jeux de rôle Aventure Solo","Double Fine Productions","Double Fine Productions","Windows","19/10/10","","",""
"Costume Quest 2","11,99 €","","Action Action-aventure Tour par tour Aventure Solo","Double Fine","Majesco Entertainment","Windows","22/10/20","25 ","71","Passable"
"Cozy Grove","12,49 €","","Casual Indépendant Solo Compatibilité manette","Spry Fox","Spry Fox","Windows","08/04/21","","",""
"Crash Drive 3","16,99 €","","Monde ouvert Course Multijoueur Solo Compatibilité manette","M2H","M2H","Windows","08/07/21","47 ","73","Passable"
"Crashlands","14,99 €","","Action Jeux de rôle Aventure Multijoueur Solo","Butterscotch Shenanigans","Butterscotch Shenanigans","Windows","30/04/20","55 ","76","Très bien"
"Crayta","Gratuit","","Action Multijoueur","Unit 2 Games","Unit 2 Games","Windows","10/03/21","","",""
"Creature in the Well","12,49 €","","Action Indépendant Solo","Flight School Studio","MWM Interactive","Windows","25/03/21","58 ","76","Très bien"
